stitle,accn,manually_added
"Porcine respiratory and reproductive syndrome virus strain NB/04, complete genome",FJ536165,FALSE
"Porcine reproductive and respiratory syndrome virus isolate SY0909, complete genome",HQ315837,FALSE
"Porcine reproductive and respiratory syndrome virus strain TP P90, complete genome",GU232737,FALSE
"Porcine reproductive and respiratory syndrome virus isolate A2MC2-P90, complete genome",KU318406,FALSE
"Porcine respiratory and reproductive syndrome virus strain PL97-1/LP1, complete genome",AY612613,FALSE
"Porcine respiratory and reproductive syndrome virus strain HB-1/3.9, complete genome",EU360130,FALSE
"Porcine reproductive and respiratory syndrome virus isolate A2MC2, complete genome",KX462792,FALSE
"Porcine reproductive and respiratory syndrome virus strain SDA3, complete genome",JX878380,FALSE
"Porcine reproductive and respiratory syndrome virus isolate SDhz1512, complete genome",KX980392,FALSE
"Porcine reproductive and respiratory syndrome virus strain BJ0706, complete genome",GQ351601,FALSE
"Porcine reproductive and respiratory syndrome virus isolate HZL1501, complete genome",MF669721,FALSE
"Porcine reproductive and respiratory syndrome virus strain FJEU13, complete genome",KP860912,FALSE
"Porcine respiratory and reproductive syndrome virus isolate JX143, complete genome",EU708726,FALSE
"Porcine reproductive and respiratory syndrome virus strain HB-1/3.9c, complete genome",HQ233605,FALSE
"Porcine reproductive and respiratory syndrome virus strain SCwhn09CD, complete genome",JN836553,FALSE
"Porcine reproductive and respiratory syndrome virus strain 15LY01-FJ, complete genome",KU215416,FALSE
"Porcine reproductive and respiratory syndrome virus strain E38, complete genome",KT033457,FALSE
"Porcine reproductive and respiratory syndrome virus strain YN9, complete genome",GU232738,FALSE
"Porcine reproductive and respiratory syndrome virus isolate BB0907, complete genome",HQ315835,FALSE
"Porcine respiratory and reproductive syndrome virus strain Henan-1, complete genome",EU200962,FALSE
"Porcine respiratory and reproductive syndrome virus strain HUB2, complete genome",EF112446,FALSE
"Porcine reproductive and respiratory syndrome virus strain KP, complete genome",GU232735,FALSE
"Porcine reproductive and respiratory syndrome virus strain TP P60, complete genome",GU232736,FALSE
"Porcine reproductive and respiratory syndrome virus strain 10-10BJ-2, complete genome",JQ663543,FALSE
"Porcine respiratory and reproductive syndrome virus strain JXwn06, complete genome",EF641008,FALSE
"Porcine respiratory and reproductive syndrome virus strain Clone20, complete genome",FJ899592,FALSE
"Porcine reproductive and respiratory syndrome virus strain HNyc15, complete genome",KT945018,FALSE
"Porcine reproductive and respiratory syndrome virus isolate P073-3, complete genome",MK214314,FALSE
"Porcine respiratory and reproductive syndrome virus strain BJSD, complete genome",FJ950747,FALSE
"Porcine reproductive and respiratory syndrome virus isolate HNRZ, complete genome",MH663433,FALSE
"Porcine respiratory and reproductive syndrome virus strain SHB, complete genome",EU864232,FALSE
"Porcine reproductive and respiratory syndrome virus isolate SDlz1601, complete genome",KX980393,FALSE
"Porcine reproductive and respiratory syndrome virus strain PL97-1, complete genome",AY585241,FALSE
"Porcine reproductive and respiratory syndrome virus strain Henan-A5, complete genome",KJ534540,FALSE
"Porcine reproductive and respiratory syndrome virus isolate P129, complete genome",AF494042,FALSE
"Porcine reproductive and respiratory syndrome virus strain JXM40, complete genome",GQ499194,FALSE
"Porcine reproductive and respiratory syndrome virus strain PRRS-FR-2005-29-24-1, complete genome",KY366411,FALSE
"Porcine respiratory and reproductive syndrome virus isolate CC-1, complete genome",EF153486,FALSE
"Porcine reproductive and respiratory syndrome virus strain JXM60, complete genome",GQ499195,FALSE
"Porcine reproductive and respiratory syndrome virus strain FJQEU14, complete genome",KP860913,FALSE
"Porcine reproductive and respiratory syndrome virus isolate ZJXS1412, complete genome",MF669722,FALSE
"Porcine reproductive and respiratory syndrome virus strain GM2, complete genome",JN662424,FALSE
"Porcine reproductive and respiratory syndrome virus strain A2MC2, complete genome",JQ087873,FALSE
"Porcine respiratory and reproductive syndrome virus strain NM1, complete genome",EU860249,FALSE
"Porcine respiratory and reproductive syndrome virus strain 07HEN, complete genome",FJ393457,FALSE
"Porcine reproductive and respiratory syndrome virus strain GDQY2, complete genome",GU454850,FALSE
"Porcine reproductive and respiratory syndrome virus strain 10-10JL, complete genome",JQ663554,FALSE
"Porcine reproductive and respiratory syndrome virus strain GZgy15-1, complete genome",KT358728,FALSE
"Porcine reproductive and respiratory syndrome virus strain HNjz15, complete genome",KT945017,FALSE
"Porcine reproductive and respiratory syndrome virus isolate GDzj, complete genome",MF772778,FALSE
"Porcine respiratory and reproductive syndrome virus strain HUN4, complete genome",EF635006,FALSE
"Porcine reproductive and respiratory syndrome virus strain 09HUN1, complete genome",JF268673,FALSE
"Porcine reproductive and respiratory syndrome virus strain DY, complete genome",JN864948,FALSE
"Porcine reproductive and respiratory syndrome virus strain NVDC-JS2-2011, complete genome",JQ715698,FALSE
"Porcine reproductive and respiratory syndrome virus strain NVDC-BJ1-2011, complete genome",KP771778,FALSE
"UNVERIFIED: Porcine reproductive and respiratory syndrome virus strain QH-1(sh)/2008, complete genome",KT033733,FALSE
"Porcine reproductive and respiratory syndrome virus strain SD1-100, complete genome",GQ914997,FALSE
"Porcine reproductive and respiratory syndrome virus strain 09JS, complete genome",JF268675,FALSE
"Porcine reproductive and respiratory syndrome virus strain 10-10HEB-3, complete genome",JQ663553,FALSE
"Porcine reproductive and respiratory syndrome virus isolate NT0801 P10, complete genome",KJ523894,FALSE
"Porcine reproductive and respiratory syndrome virus strain TJbd14-1, complete genome",KP742986,FALSE
"Porcine reproductive and respiratory syndrome virus strain GDGZ, complete genome",KY488471,FALSE
"Porcine reproductive and respiratory syndrome virus strain TJbd14-2, complete genome",KP742987,FALSE
"Porcine reproductive and respiratory syndrome virus strain 14LY02-FJ, complete genome",KP780882,FALSE
"Porcine respiratory and reproductive syndrome virus clone pJX143, complete genome",EF488048,FALSE
"Porcine respiratory and reproductive syndrome virus strain LN, complete genome",EU109502,FALSE
"Porcine reproductive and respiratory syndrome virus strain 09HUN2, complete genome",JF268674,FALSE
"Porcine reproductive and respiratory syndrome virus strain 10-10BJ-3, complete genome",JQ663542,FALSE
"Porcine reproductive and respiratory syndrome virus strain VR2385, complete genome",JX044140,FALSE
"Porcine reproductive and respiratory syndrome virus isolate SDZZ, complete genome",KY373217,FALSE
"Porcine respiratory and reproductive syndrome virus strain NX06, complete genome",EU097706,FALSE
"Porcine reproductive and respiratory syndrome virus strain JXM20, complete genome",GQ499193,FALSE
"Porcine reproductive and respiratory syndrome virus strain FS, complete genome",JF796180,FALSE
"Porcine reproductive and respiratory syndrome virus strain JXwn06-81c, complete genome",HQ233604,FALSE
"Porcine reproductive and respiratory syndrome virus strain 09DB2, complete genome",JF268681,FALSE
"Porcine reproductive and respiratory syndrome virus isolate SC2012, complete genome",KM189443,FALSE
"Porcine reproductive and respiratory syndrome virus strain 09HEB, complete genome",JF268679,FALSE
"Porcine respiratory and reproductive syndrome virus strain JXA1 P10, complete genome",FJ548854,FALSE
"Porcine reproductive and respiratory syndrome virus strain 09HEN1, complete genome",JF268684,FALSE
"Porcine reproductive and respiratory syndrome virus isolate GDsg, complete genome",KX621003,FALSE
"Porcine respiratory and reproductive syndrome virus strain rV63, complete genome",EU360129,FALSE
"Porcine reproductive and respiratory syndrome virus strain SDA2, complete genome",JX878379,FALSE
"Porcine respiratory and reproductive syndrome virus strain HEB1, complete genome",EF112447,FALSE
"Porcine reproductive and respiratory syndrome virus strain 10-10FUJ-1, complete genome",JQ663546,FALSE
"Porcine reproductive and respiratory syndrome virus BJ-4, complete genome",AF331831,FALSE
"Human papillomavirus type 6 complete genome, isolate CAC231",FR751336,FALSE
"Human papillomavirus type 6 complete genome, isolate 107",HG793915,FALSE
"Human papillomavirus type 6 complete genome, isolate 18",HG793826,FALSE
"Human papillomavirus type 6 complete genome, isolate 47",HG793855,FALSE
"Human papillomavirus type 6 complete genome, isolate LP15",HE599239,FALSE
"Human papillomavirus type 6 complete genome, isolate 41",HG793849,FALSE
"Human papillomavirus type 6 complete genome, isolate 99",HG793907,FALSE
"Human papillomavirus type 6 complete genome, isolate 97",HG793905,FALSE
"Human papillomavirus type 6 complete genome, isolate 112",HG793920,FALSE
"Human papillomavirus type 6 complete genome, isolate 91",HG793899,FALSE
"Human papillomavirus type 6 complete genome, isolate 102",HG793910,FALSE
"Human papillomavirus type 6 complete genome, isolate LPX34",HE962027,FALSE
"Human papillomavirus type 6 complete genome, isolate 65",HG793873,FALSE
"Human papillomavirus type 6 complete genome, isolate 120",HG793928,FALSE
"Human papillomavirus type 6 complete genome, isolate CAC56",FR751326,FALSE
"Human papillomavirus type 6 complete genome, isolate 78",HG793886,FALSE
"Human papillomavirus type 6 complete genome, isolate 82",HG793890,FALSE
"Human papillomavirus type 6 complete genome, isolate 124",HG793932,FALSE
"Human papillomavirus type 6 isolate CAC1/HPV6, complete genome",MK313778,FALSE
"Human papillomavirus type 6 complete genome, isolate LP176",FR751333,FALSE
"Human papillomavirus type 6 complete genome, isolate LP112",HE599245,FALSE
"Human papillomavirus type 6 isolate 103A.6, complete genome",KU298876,FALSE
"Human papillomavirus type 6 isolate HPV6-gw-0605, complete genome",MK463906,FALSE
"Human papillomavirus type 6 complete genome, isolate LP211",HE962029,FALSE
"Human papillomavirus type 6 complete genome, isolate 60",HG793868,FALSE
"Human papillomavirus type 6 complete genome, isolate 83",HG793891,FALSE
"Human papillomavirus type 6 complete genome, isolate 87",HG793895,FALSE
"Human papillomavirus type 6 complete genome, isolate 114",HG793922,FALSE
"Human papillomavirus type 6 complete genome, isolate 118",HG793926,FALSE
"Human papillomavirus type 6 complete genome, isolate 89",HG793897,FALSE
"Human papillomavirus type 6 complete genome, isolate CAC306",FR751337,FALSE
"Human papillomavirus type 6 complete genome, isolate LP210",HE599236,FALSE
"Human papillomavirus type 6 complete genome, isolate 28",HG793836,FALSE
"Human papillomavirus type 6 complete genome, isolate 125",HG793933,FALSE
"Human papillomavirus type 6 complete genome, isolate LP231",HE599234,FALSE
"Human papillomavirus type 6 complete genome, isolate 6",HG793814,FALSE
"Human papillomavirus type 6 complete genome, isolate LP237",HE599227,FALSE
"Human papillomavirus type 6 complete genome, isolate 88",HG793896,FALSE
"Human papillomavirus type 6 complete genome, isolate 57",HG793865,FALSE
"Human papillomavirus type 6 complete genome, isolate 70",HG793878,FALSE
"Human papillomavirus type 6 complete genome, isolate 113",HG793921,FALSE
"Human papillomavirus type 6 isolate 111B, complete genome",KX514423,FALSE
"Human papillomavirus type 6 complete genome, isolate LP182",HE599243,FALSE
"Human papillomavirus type 6 complete genome, isolate LPX32",HE962028,FALSE
"Human papillomavirus type 6 complete genome, isolate 37",HG793845,FALSE
"Human papillomavirus type 6 complete genome, isolate 116",HG793924,FALSE
"Human papillomavirus type 6 complete genome, isolate LP145",HE599233,FALSE
"Human papillomavirus type 6 complete genome, isolate LP240",HE599240,FALSE
"Human papillomavirus type 6 complete genome, isolate 69",HG793877,FALSE
"Human papillomavirus type 6 complete genome, isolate 72",HG793880,FALSE
"Human papillomavirus type 6 complete genome, isolate 121",HG793929,FALSE
"Human papillomavirus type 6 complete genome, isolate 128",HG793936,FALSE
"Human papillomavirus type 6 isolate PV2530, complete genome",JN252319,FALSE
"Human papillomavirus type 6 isolate PV1499, complete genome",JN252322,FALSE
"Human papillomavirus type 6 complete genome, isolate CAC377",FR751325,FALSE
"Human papillomavirus type 6 complete genome, isolate CAC301",FR751328,FALSE
"Human papillomavirus type 6 complete genome, isolate LP148",HE599230,FALSE
"Human papillomavirus type 6 complete genome, isolate LPX29",HE962031,FALSE
"Human papillomavirus type 6 complete genome, isolate 48",HG793856,FALSE
"Human papillomavirus type 6 complete genome, isolate 94",HG793902,FALSE
"Human papillomavirus type 6 complete genome, isolate 117",HG793925,FALSE
"Human papillomavirus type 6 isolate JO-RRP1/HPV6, complete genome",MK313776,FALSE
"Human papillomavirus type 6 isolate ASCUS1/HPV6, complete genome",MK313781,FALSE
"Human papillomavirus type 6 complete genome, isolate 38",HG793846,FALSE
"Human papillomavirus type 6 complete genome, isolate LP26",FR751320,FALSE
"Human papillomavirus type 6 complete genome, isolate CAC11",FR751334,FALSE
"Human papillomavirus type 6 complete genome, isolate LP98(131)",FR751338,FALSE
"Human papillomavirus type 6 complete genome, isolate LP223",HE599244,FALSE
"Human papillomavirus type 6 complete genome, isolate 22",HG793830,FALSE
"Human papillomavirus type 6 complete genome, isolate 59",HG793867,FALSE
"Human papillomavirus type 6 complete genome, isolate 74",HG793882,FALSE
"Human papillomavirus type 6 complete genome, isolate 104",HG793912,FALSE
"Human papillomavirus type 6 complete genome, isolate 108",HG793916,FALSE
"Human papillomavirus type 6 isolate 103C.6, complete genome",KU298878,FALSE
"Human papillomavirus type 6 complete genome, isolate LP137",FR751331,FALSE
"Human papillomavirus type 6 complete genome, isolate 31",HG793839,FALSE
"Human papillomavirus type 6 complete genome, isolate 54",HG793862,FALSE
"Human papillomavirus type 6 complete genome, isolate 55",HG793863,FALSE
"Human papillomavirus type 6 complete genome, isolate 101",HG793909,FALSE
"Human papillomavirus type 6 isolate 274, complete genome",KX514429,FALSE
"Human papillomavirus type 6 complete genome, isolate CAC251c",FR751321,FALSE
"Human papillomavirus type 6 complete genome, isolate CAC331",FR751327,FALSE
"Human papillomavirus type 6 complete genome, isolate 45",HG793853,FALSE
"Human papillomavirus type 6 complete genome, isolate 61",HG793869,FALSE
"Human papillomavirus type 6 complete genome, isolate 98",HG793906,FALSE
"Human papillomavirus type 6 complete genome, isolate 123",HG793931,FALSE
"Human papillomavirus type 6 complete genome, isolate 127",HG793935,FALSE
"Human papillomavirus type 6 complete genome, isolate LP173",HE599241,FALSE
"Human papillomavirus type 6 complete genome, isolate 13",HG793821,FALSE
"Human papillomavirus type 6 complete genome, isolate 49",HG793857,FALSE
"Human papillomavirus type 6 complete genome, isolate 52",HG793860,FALSE
"Human papillomavirus type 6 complete genome, isolate 90",HG793898,FALSE
"Human papillomavirus type 6 isolate PV1666, complete genome",JN252316,FALSE
"Human papillomavirus type 6 isolate HEV6-gw-0604, complete genome",MK463904,FALSE
"Human papillomavirus type 6 complete genome, isolate 3",HG793811,FALSE
"Human papillomavirus type 6 complete genome, isolate 26",HG793834,FALSE
"Human papillomavirus type 6 complete genome, isolate 39",HG793847,FALSE
"Human papillomavirus type 6 complete genome, isolate 53",HG793861,FALSE
"Human papillomavirus type 6 complete genome, isolate 79",HG793887,FALSE
"Human papillomavirus type 6 complete genome, isolate 84",HG793892,FALSE
"Human papillomavirus type 6 complete genome, isolate 96",HG793904,FALSE
"Human papillomavirus type 6 complete genome, isolate 14",HG793822,FALSE
"Human papillomavirus type 6 complete genome, isolate LPX26",HE962032,FALSE
"Human papillomavirus type 6 complete genome, isolate 4",HG793812,FALSE
"Human papillomavirus type 6 complete genome, isolate 36",HG793844,FALSE
"Human papillomavirus type 6 complete genome, isolate 40",HG793848,FALSE
"Human papillomavirus type 6 complete genome, isolate 43",HG793851,FALSE
"Human papillomavirus type 6 complete genome, isolate 44",HG793852,FALSE
"Human papillomavirus type 6 complete genome, isolate 67",HG793875,FALSE
"Human papillomavirus type 6 complete genome, isolate 92",HG793900,FALSE
"Human papillomavirus type 6 isolate AO-RRP7/HPV6, complete genome",MK313775,FALSE
"Human papillomavirus type 6 complete genome, isolate 15",HG793823,FALSE
"Human papillomavirus type 6 complete genome, isolate 56",HG793864,FALSE
"Human papillomavirus type 6 complete genome, isolate 1",HG793809,FALSE
"Human papillomavirus type 6 complete genome, isolate 68",HG793876,FALSE
"Human papillomavirus type 6 complete genome, isolate 93",HG793901,FALSE
"Human papillomavirus type 6 complete genome, isolate 129",HG793937,FALSE
"Human papillomavirus type 6 complete genome, isolate LP143",HE599229,FALSE
"Human papillomavirus type 6 complete genome, isolate 5",HG793813,FALSE
"Human papillomavirus type 6 isolate PV1731, complete genome",JN252317,FALSE
"Human papillomavirus type 6 isolate HPV6-gw-0609, complete genome",MK463908,FALSE
"Human papillomavirus type 6 complete genome, isolate 81",HG793889,FALSE
"Human coronavirus OC43 serotype OC43-Paris, complete genome",AY585229,FALSE
"Human coronavirus OC43 strain ATCC VR-759, complete genome",NC_006213,FALSE
"Human coronavirus OC43 strain ATCC VR-759, complete genome",AY585228,FALSE
"Hepatitis C virus subtype 1a isolate HCV-1a/US/BID-V423/2003, complete genome",EU239715,FALSE
"Hepatitis C virus subtype 1a strain HC-TN, complete genome",EF621489,FALSE
"Hepatitis C virus subtype 1a isolate HCV-1a/US/BID-V413/2003, complete genome",EU155313,FALSE
"Hepatitis C virus subtype 1a isolate HCV-1a/CH/BID-V229/2006, complete genome",EU256069,FALSE
"Hepatitis C virus subtype 1a isolate HCV-1a/US/BID-V323/2001, complete genome",EU155289,FALSE
"Hepatitis C virus subtype 1a isolate HCV-1a/US/BID-V333/2002, complete genome",EU155297,FALSE
"Hepatitis C virus subtype 1a isolate HCV-1a/DE/BID-V26/2003, complete genome",EU155378,FALSE
"Hepatitis C virus subtype 1a genomic RNA, complete genome, strain: HCV-RMT",AB520610,FALSE
"Hepatitis C virus subtype 1a isolate HCV-1a/US/BID-V330/2002, complete genome",EU482876,FALSE
"Hepatitis C virus subtype 1a isolate HCV-1a/US/BID-V398/2006, complete genome",EU155269,FALSE
"Hepatitis C virus subtype 1a isolate HCV-1a/US/BID-V359/2006, complete genome",EU155251,FALSE
"Hepatitis C virus subtype 1a isolate HCV-1a/US/BID-V102/2004, complete genome",EU255993,FALSE
"Hepatitis C virus subtype 1a isolate HCV-1a/US/BID-V18/2004, complete genome",EU256040,FALSE
"Hepatitis C virus subtype 1a isolate HCV-1a/US/BID-V361/2006, complete genome",EU482838,FALSE
"Hepatitis C virus subtype 1a isolate HCV-1a/US/BID-V316/2001, complete genome",EU239713,FALSE
"Hepatitis C virus subtype 1a isolate HCV-1a/US/BID-V394/2006, complete genome",EU256048,FALSE
"Hepatitis C virus subtype 1a isolate HCV-1a/CH/BID-V248/2006, complete genome",EU255953,FALSE
"Hepatitis C virus subtype 1a isolate HCV-1a/US/BID-V424/2002, complete genome",EU155319,FALSE
"Hepatitis C virus subtype 1a isolate HCV-1a/US/BID-V411/2003, complete genome",EU155311,FALSE
"Hepatitis C virus subtype 1a isolate HCV-1a/US/BID-V392/2006, complete genome",EU256046,FALSE
"Hepatitis C virus subtype 1a isolate HCV-1a/CH/BID-V252/2002, complete genome",EU255954,FALSE
"Hepatitis C virus subtype 1a clone pHCV-1/SF9 A, complete genome",AF271632,FALSE
"Hepatitis C virus subtype 1a isolate HCV-1a/US/BID-V93/2003, complete genome",EU155246,FALSE
"Hepatitis C virus subtype 1b strain HC-J4, complete genome",AF054250,FALSE
"Hepatitis C virus subtype 1b genomic RNA, complete genome, hiroshima acute hepatitis",AB249644,FALSE
"Hepatitis C virus subtype 1b genomic RNA, complete genome, strain: sAH, collection_date: 2004-12-02",LC011930,FALSE
"Hepatitis C virus subtype 1b isolate L8135, complete genome",EU781826,FALSE
"Hepatitis C virus subtype 1b genomic RNA, complete genome, strain: TPF1, collection_date: 2007-04-27",LC011928,FALSE
"Hepatitis C virus subtype 1b genomic RNA, complete genome, strain: NC1",AB691953,FALSE
"Hepatitis C virus subtype 1b isolate L801, complete genome",EU781827,FALSE
"Hepatitis C virus subtype 1b genomic RNA, complete genome, strain: TPF1, collection_date: 2012-10-08",LC011929,FALSE
"Hepatitis C virus subtype 1b strain HC-J4 isolate pCV-J4L6S, complete genome",AF054247,FALSE
"Hepatitis C virus subtype 1b genomic RNA, complete genome, strain: TPF1, collection_date: 2003-04-23",LC011927,FALSE
"Hepatitis C virus subtype 1b genomic RNA, complete genome, strain: Pt1-98_R",AB828699,FALSE
"Hepatitis C virus subtype 1b genomic RNA, complete genome, strain: Pt1-98_Q1",AB828700,FALSE
"Hepatitis C virus from Shanghai, complete genome",AY460204,FALSE
"Hepatitis C virus subtype 1b strain HC-J4 isolate pCV-J4L2S, complete genome",AF054248,FALSE
"Hepatitis C virus subtype 1b strain HCV-L2, complete genome",U01214,FALSE
"Hepatitis C virus subtype 1b strain 274933RU, complete genome",AF176573,FALSE
"Hepatitis C virus subtype 1b genomic RNA, complete genome, clone: 1B-5",AB442222,FALSE
"Hepatitis C virus subtype 1b complete genome, isolate EU1, genomic RNA",FN435993,FALSE
"Coxsackievirus A16 strain ZJ6, complete genome",MF434051,FALSE
"Coxsackievirus A16 strain 2008-43-7, complete genome",KP266573,FALSE
"Coxsackievirus A16 isolate 393, complete genome",KY014077,FALSE
"Chikungunya virus isolate CHRF_0110_07-10-2017, complete genome",MK468615,FALSE
"Chikungunya virus strain Homo sapiens/Haiti-11/2014, complete genome",MG967666,FALSE
"Chikungunya virus strain Caribbean strain, isolate M100, complete genome",LN898093,FALSE
"Chikungunya virus isolate CH-R-1950, complete genome",MG921596,FALSE
"Chikungunya virus strain LR2006_OPY1, complete genome",KT449801,FALSE
"Chikungunya virus strain LR2006_OPY1, complete genome",DQ443544,FALSE
"Chikungunya virus strain Yap 13-2148, complete genome",KJ689453,FALSE
"Chikungunya virus isolate Haiti-9/2014, complete genome",KY415984,FALSE
"Chikungunya virus strain CHIKV/Aedes albopictus/Haiti-1/2016, complete genome",MG000876,FALSE
"Bacteriophage sp. isolate 63, complete genome",MN855632,FALSE
"Enterovirus A71 strain G08, complete genome",MN254979,FALSE
"Human enterovirus 71 strain LAZ60-TR, complete genome",JX025559,FALSE
"Enterovirus A71 isolate N1745-TW08/VP1-K98E, complete genome",KT354868,FALSE
"Enterovirus A71 isolate EV71-MZ, complete genome",KY582572,FALSE
"Enterovirus A71 isolate N7008-TW99-9, complete genome",KT354875,FALSE
"Enterovirus A71 isolate N7008-TW99/VP1-E98K, complete genome",KT354871,FALSE
"Enterovirus A71 2065-Yamagata-2004 RNA, complete genome",LC506516,FALSE
"Enterovirus A71 isolate N7008-TW99/VP1-Q145E, complete genome",KT354874,FALSE
"Enterovirus A71 isolate N1745-TW08/VP1-K98E+E145Q, complete genome",KT354869,FALSE
"Human enterovirus 71 strain 6F/AUS/6/99, complete genome",DQ381846,FALSE
"Enterovirus A71 N772-Sendai-2006 RNA, complete genome",LC506513,FALSE
"Enterovirus A71 isolate N1745-TW08, complete genome",KT354870,FALSE
"Enterovirus A71 isolate 617-19, complete genome",KY014078,FALSE
"Enterovirus A71 isolate N7008-TW99/VP1-E164D, complete genome",KT354873,FALSE
"Enterovirus A71 strain Hau1, complete genome",KM077140,FALSE
"Cotesia congregata virus complete genome, segment Circle14",AJ632317,FALSE
"Cotesia congregata virus complete genome, segment Circle12",NC_006644,FALSE
"Cotesia congregata virus complete genome, segment Circle14",NC_006646,FALSE
"Cotesia congregata virus complete genome, segment Circle25",AJ632326,FALSE
"Cotesia congregata virus complete genome, segment Circle1",NC_006633,FALSE
"Cotesia congregata virus complete genome, segment Circle25",NC_006655,FALSE
"Cotesia congregata virus complete genome, segment Circle10",NC_006642,FALSE
"Cotesia congregata virus complete genome, segment Circle1",AJ632304,FALSE
"Cotesia congregata virus complete genome, segment Circle22",NC_006653,FALSE
"Cotesia congregata virus complete genome, segment Circle10",AJ632313,FALSE
"Cotesia congregata virus complete genome, segment Circle36",AJ632333,FALSE
"Cotesia congregata virus complete genome, segment Circle8",NC_006640,FALSE
"Coxsackievirus A10 strain 11-670-1, complete genome",MH118061,FALSE
"Coxsackievirus A10 strain 17-2548-1, complete genome",MH118034,FALSE
"Coxsackievirus A10 strain 17-1537-1, complete genome",MH118038,FALSE
"Coxsackievirus A10 strain 17-2579-1, complete genome",MH118033,FALSE
"Coxsackievirus A10 strain 13-078-1, complete genome",MH118052,FALSE
"Coxsackievirus A10 strain 11-4056-2, complete genome",MH118063,FALSE
"Coxsackievirus A10 strain 09-1996-1, complete genome",MH118087,FALSE
"Coxsackievirus A10 strain 17-2249-2, complete genome",MH118035,FALSE
"Coxsackievirus A10 strain 12-2067-2, complete genome",MH118054,FALSE
"Coxsackievirus A10 strain 09-2093-1, complete genome",MH118085,FALSE
"Coxsackievirus A10 strain 10-3432-2, complete genome",MH118077,FALSE
"Coxsackievirus A10 strain 13-2357-1, complete genome",MH118044,FALSE
"Coxsackievirus A10 strain 09-1677-1, complete genome",MH118090,FALSE
"Coxsackievirus A10 strain 09-1701-1, complete genome",MH118089,FALSE
"Coxsackievirus A10 strain 17-1656-1, complete genome",MH118036,FALSE
"Coxsackievirus A10 strain 10-381-2, complete genome",MH118074,FALSE
"Coxsackievirus A10 strain 11-363-2, complete genome",MH118064,FALSE
"Coxsackievirus A10 strain 10-923-1, complete genome",MH118072,FALSE
"Coxsackievirus A10 strain 12-145-2, complete genome",MH118055,FALSE
"Coxsackievirus A10 strain 09-3318-1, complete genome",MH118084,FALSE
"Coxsackievirus A10 strain 10-3445-2, complete genome",MH118076,FALSE
"Coxsackievirus A10 strain 13-1754-2, complete genome",MH118048,FALSE
"Coxsackievirus A10 strain 10-2792-1, complete genome",MH118079,FALSE
"Coxsackievirus A10 strain 16-2871-1, complete genome",MH118041,FALSE
"Coxsackievirus A10 strain 11-1828-1, complete genome",MH118068,FALSE
"Coxsackievirus A10 strain 10-1989-1, complete genome",MH118082,FALSE
"Coxsackievirus A10 strain 11-691-1, complete genome",MH118060,FALSE
"Cherry virus A isolate 4399 2A2/13TF169_N11, complete genome",KY510919,FALSE
"Bovine viral diarrhea virus 2 isolate McCart_c, complete genome",MH806438,FALSE
"Swine hepatitis E virus isolate swCH189, complete genome",FJ610232,FALSE
"Swine hepatitis E virus isolate CCJD-517, complete genome",KX981911,FALSE
"Swine hepatitis E virus isolate swGX40, complete genome",EU676172,FALSE
"Swine hepatitis E virus isolate CHN-XJ-SW13, complete genome",GU119961,FALSE
"Swine hepatitis E virus isolate KM01, complete genome",KJ155502,FALSE
"UNVERIFIED: Torque teno virus isolate S58, complete genome",KP343825,FALSE
"Coxsackievirus A6 isolate TW-2007-00141, complete genome",KR706309,FALSE
"Sacbrood virus isolate CSBV-SC/China/2018, complete genome",MK719542,FALSE
"Mutant Sacbrood virus clone AcSBV-Fuzhou-IRES-EGFP, complete genome",MH107056,FALSE
"Sacbrood virus isolate CSBV-WJ, complete genome",MN266898,FALSE
"Sacbrood virus isolate CSBV-WY, complete genome",MN266899,FALSE
"Enterovirus G isolate EVG 02/NC_CHI/2014, complete genome",MF782664,FALSE
"Enterovirus G isolate EVG 01/NC_CHI/2014, complete genome",MF782663,FALSE
"Foot-and-mouth disease virus - type Asia 1 isolate TUR/13/2013, complete genome",KM268898,FALSE
"Pepino mosaic virus isolate Ye, complete genome",MT018445,FALSE
"Pepino mosaic virus isolate RN, complete genome",MT018446,FALSE
"Pepino mosaic virus isolate Mo, complete genome",MT018448,FALSE
"Pepino mosaic virus isolate US3, complete genome",MN395046,FALSE
"Pepino mosaic virus, complete genome",FJ212288,FALSE
"Pepino mosaic virus isolate Ah, complete genome",MT018444,FALSE
"Pepino mosaic virus isolate Mi, complete genome",MT018449,FALSE
"Pepino mosaic virus isolate Sp-13, complete genome",AF484251,FALSE
"Pepino mosaic virus complete genome, isolate LE-2002",AJ606360,FALSE
"Pepino mosaic virus complete genome, isolate LP-2001",AJ606361,FALSE
"Pepino mosaic virus isolate Ya, complete genome",MT018447,FALSE
"Pepino mosaic virus complete genome, isolate SM.74",AM109896,FALSE
"Norovirus GII isolate CMC-03, complete genome",MK282258,FALSE
"Norovirus GII Hu/JP/1999/GII.PNAe-GII.12/No35-Saitama-99-1 genomic RNA, complete genome",LC342059,FALSE
"Norovirus GII NoV/Hu/JP/2015/GII.P17-GII.17/MI-84 genomic RNA, nearly complete genome",LC369233,FALSE
"Norovirus GII NoV/Hu/JP/2015/GII.P17-GII.17/MI-88 genomic RNA, nearly complete genome",LC369237,FALSE
"Norovirus GII NoV/Hu/JP/2015/GII.P17-GII.17/TO-148 genomic RNA, nearly complete genome",LC369257,FALSE
